"","shift_day","study_member_id","date","time","time_point","single_stress","tlx_1","tlx_2","tlx_3","tlx_4","tlx_5","tlx_6","tlx_7","tlx_8","tlx_9","tlx_10","tlx_11","tlx_12","tps_1","tps_2","tps_3","tps_4","tps_5","tps_6","tps_7","tps_8","tps_9","tps_10","stressors_1","stressors_2","stressors_3","stressors_4","stressors_5","stressors_6","stressors_7","stressors_8","stressors_9","stressors_10","stressors_11","stressors_12","stressors_13","code_eval_1","code_eval_2","mayo_1","mayo_2","mayo_3","mayo_4","mayo_5","mayo_6","mayo_7","mayo_8","mayo_9","mayo_10","mayo_11","mayo_12","mayo_13","mayo_14","mayo_15","mayo_16","trust_1","trust_2","trust_3","trust_4","trust_5","trust_6","trust_7","trust_8","trust_9","trust_10","trust_11","trust_12","trust_13","trust_14","trust_15","trust_16","trust_17","trust_18","trust_19","trust_20","trust_21","belief_1","belief_2","belief_3","belief_4","belief_5","belief_6","belief_7","belief_8","belief_9","belief_10","belief_11","belief_12","belief_13","belief_14","belief_15","belief_16","belief_17","belief_18","mbi_1","mbi_2","shift_type","role","team","team_census","team_ppv","team_vaso","team_ecmo","team_renal","team_cardiac","red_pm_census","red_pm_ppv","red_pm_vaso","red_pm_ecmo","red_pm_renal","red_pm_cardiac","picu_census","admit_picu","transfer_picu","discharge_picu","beside_nurse_picu","tlx_individual","tlx_team","stressors_total","trust_prop_t","trust_perc_t","trust_coop_beh","trust_mon_beh","tps_transition","tps_action","tps_interpersonal","belief_process","belief_potency","mbi","mayo_total","HR_prop_missing","HR_Se","HR_AR","HR_Empath","HR_Driver","EDA_prop_missing","EDA_Se","EDA_AR","EDA_Empath","EDA_Driver"
"807","57",2843,"9/21/21",07:56:00,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"808","57",2509,"9/21/21",08:22:00,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"809","57",2843,"9/21/21",11:09:00,2,5,10,2,3,16,10,5,9,14,11,16,5,4,3,3,3,3,4,4,3,3,3,3,1,1,0,0,1,0,0,0,0,0,0,1,1,"1","2",2,2,2,2,2,2,2,2,1,1,1,2,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.66666666666667,9.83333333333333,5,NA,NA,NA,NA,3,3.5,3,NA,NA,NA,25,0.219915283660857,0.000747087050342462,0.305801952380995,0.310091273340727,0.324108349922256,0.219220887438372,7.16732242313319e-06,0.568481717286257,0.581452158269766,0.584783100871127
"810","57",1573,"9/21/21",11:16:00,2,3,4,2,4,17,6,3,6,7,2,15,5,4,3,2,2,1,2,4,4,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6.5,0,NA,NA,NA,NA,2.33333333333333,2.75,3,NA,NA,NA,NA,0.219915283660857,0.000747087050342462,0.367924116216502,0.374660370028743,0.386833462959765,0.219220887438372,7.16732242313319e-06,0.246533137388409,0.272048225183241,0.254589460801436
"811","57",2004,"9/21/21",12:58:00,2,2,12,4,11,12,10,5,11,13,11,15,11,3,4,4,4,4,4,4,4,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,1,"1","1",1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,10.6666666666667,1,NA,NA,NA,NA,4,4,4,NA,NA,NA,29,0.219915283660857,0.000747087050342462,0.266144861465636,0.286843127710854,0.272055112293892,0.219220887438372,7.16732242313319e-06,0.71093069467472,0.728691689543655,0.723149119931337
"812","57",2509,"9/21/21",14:48:00,2,3,6,5,1,15,13,0,5,15,5,20,1,1,4,5,5,2,2,5,5,4,5,5,0,0,0,0,0,0,0,1,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,7.83333333333333,2,NA,NA,NA,NA,4.66666666666667,3.5,4.66666666666667,NA,NA,NA,NA,0.219915283660857,0.000747087050342462,0.411834637013605,0.430777018982391,0.419374864886803,0.219220887438372,7.16732242313319e-06,0.766173175876445,0.769067534457064,0.788737925849826
"813","57",2843,"9/21/21",15:07:00,3,7,12,3,6,13,16,11,10,13,12,9,12,9,3,4,4,3,3,3,4,4,4,2,1,1,0,0,0,0,0,1,0,0,1,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1666666666667,10.8333333333333,6,NA,NA,NA,NA,3.66666666666667,3.25,3.33333333333333,NA,NA,NA,NA,0,0.000256318420491862,0.350459529304223,0.384857006519637,0.376144702347388,0,2.13460256679256e-09,0.861815743699656,0.86187160599022,0.863154295430019
"814","57",1573,"9/21/21",16:10:00,3,4,3,3,3,15,9,7,12,10,7,9,6,11,3,3,3,3,3,3,2,2,4,3,0,1,0,0,0,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.66666666666667,9.16666666666667,2,NA,NA,NA,NA,3,2.75,3,NA,NA,NA,NA,0,0.000256318420491862,0.350888658664873,0.368693771440166,0.356259886010948,0,2.13460256679256e-09,0.585224930478335,0.591145590123508,0.587828464593547
"815","57",2509,"9/21/21",16:29:00,3,3,4,3,1,20,5,0,2,3,1,20,1,0,4,5,5,3,3,5,5,4,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,4.5,0,NA,NA,NA,NA,4.66666666666667,4,4.66666666666667,NA,NA,NA,NA,0,0.000256318420491862,0.39381088506534,0.39956165522119,0.425936095960569,0,2.13460256679256e-09,0.628752612570226,0.634354237545308,0.632267918579463
"816","57",2004,"9/21/21",17:43:00,3,4,13,9,11,14,10,9,16,13,16,14,16,15,3,4,4,3,4,3,4,4,3,3,0,0,0,0,0,0,0,1,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,15,2,NA,NA,NA,NA,3.66666666666667,3.5,3.33333333333333,NA,NA,NA,NA,0,0.000256318420491862,0.468753172242969,0.483212746808348,0.477984495670437,0,2.13460256679256e-09,0.749817622051043,0.751729356721414,0.755850111777421
"817","57",2509,"9/21/21",18:42:00,4,2,2,2,0,20,2,0,2,2,2,20,0,0,5,5,4,3,2,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,7,7,7,7,7,7,7,7,1,1,7,7,7,7,1,1,7,5,4,4,8,9,8,11,11,9,11,11,10,11,4,4,5,5,5,3,5,5,1,1,"1","3","2",11,4,2,0,1,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.33333333333333,4.33333333333333,0,7,7,7,4.33333333333333,4.66666666666667,3.75,5,9.9,4.5,1,NA,0.302435192458759,0.000222891276701376,0.275518960269483,0.281776499828802,0.29756272141823,0.30244842601185,0.000505806591363093,0.225984364942671,0.26955867545391,0.23658069132683
"818","57",2843,"9/21/21",19:10:00,4,4,12,3,6,14,14,11,13,15,13,14,5,2,4,3,3,2,2,4,4,4,3,2,1,1,0,0,0,0,0,0,0,0,1,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,4,6,7,5,5,4,4,3,2,3,4,4,5,3,3,5,3,3,2,5,5,7,7,7,3,8,8,9,3,4,4,4,4,4,3,3,2,6,1,"1","3","1",12,11,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,10.3333333333333,5,5.33333333333333,4.5,4.66666666666667,2.66666666666667,3.33333333333333,3,3,6.2,3.5,3.5,NA,0.302435192458759,0.000222891276701376,0.439138216189653,0.44760610094755,0.449626559209819,0.30244842601185,0.000505806591363093,0.928102770921504,0.933809866374104,0.981287289629146
"819","57",2004,"9/21/21",19:52:00,4,3,13,9,13,6,2,16,14,15,13,11,15,3,3,3,3,2,3,4,4,3,4,3,0,0,0,0,1,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,6,6,6,6,6,6,6,6,2,2,6,6,5,6,2,2,6,3,6,5,9,9,10,9,9,9,10,9,10,8,4,4,4,4,5,4,4,4,3,3,"1","3","3",12,4,2,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.83333333333333,11.8333333333333,2,6,6,5.83333333333333,4.66666666666667,3,3.25,3.33333333333333,9.2,4.125,3,NA,0.302435192458759,0.000222891276701376,0.26040534557055,0.283312875562058,0.266940232797298,0.30244842601185,0.000505806591363093,0.926938209881002,0.945616356018198,0.930847043384283
"820","57",1573,"9/21/21",21:08:00,4,6,12,3,11,8,12,10,18,18,14,10,15,10,4,4,2,2,2,2,2,2,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,5,5,6,4,4,5,4,4,3,5,5,4,4,4,2,3,3,4,4,4,6,7,4,5,7,3,9,9,5,5,3,3,3,4,4,4,4,3,2,2,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,35,2,2,1,16,9.33333333333333,14.1666666666667,2,4.83333333333333,4.33333333333333,4.33333333333333,4,3.33333333333333,2,1.66666666666667,6,3.5,2,NA,0.302435192458759,0.000222891276701376,0.221164066672048,0.224674244052405,0.223240206965467,0.30244842601185,0.000505806591363093,0.636219294102491,0.638508868241693,0.638778741747647
"821","58",2509,"9/22/21",06:31:00,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"822","58",2004,"9/22/21",06:31:00,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"823","58",1578,"9/22/21",06:54:00,1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"824","58",2843,"9/22/21",07:18:00,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"825","58",2004,"9/22/21",11:54:00,2,2,11,7,13,15,11,4,12,14,10,12,13,4,4,4,4,4,4,5,4,4,4,4,0,0,0,0,1,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1666666666667,10.8333333333333,2,NA,NA,NA,NA,4,4.25,4,NA,NA,NA,NA,0.0780501354072634,0.000226869771629204,0.201899810447247,0.207772730189276,0.210352968484956,0.0773557391847788,0.000503884450131386,0.469601606013845,0.500439583564972,0.478525926500428
"826","58",2843,"9/22/21",12:23:00,2,3,14,6,9,16,14,3,16,14,14,17,17,3,4,4,4,4,4,4,5,3,3,3,1,1,0,0,0,0,0,0,0,0,0,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3333333333333,13.5,4,NA,NA,NA,NA,4,4.25,3,NA,NA,NA,NA,0.0780501354072634,0.000226869771629204,0.363531881538635,0.372069567582839,0.371547071222476,0.0773557391847788,0.000503884450131386,0.840563340443577,0.862557772241707,0.847012254623351
"827","58",1578,"9/22/21",12:52:00,2,7,12,10,10,15,14,11,15,16,7,14,14,6,3,3,4,4,3,4,4,3,3,4,1,1,0,0,1,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,12,4,NA,NA,NA,NA,3.33333333333333,3.75,3.33333333333333,NA,NA,NA,NA,0.0780501354072634,0.000226869771629204,0.349888782168218,0.358535420572761,0.350418906956133,0.0773557391847788,0.000503884450131386,0.818922669259954,0.820216556947703,0.841443624456261
"828","58",2509,"9/22/21",13:18:00,2,2,5,3,1,17,3,1,1,14,2,20,1,0,4,4,4,3,1,3,4,3,4,4,0,0,0,0,0,0,0,1,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,6.33333333333333,2,NA,NA,NA,NA,4,2.75,3.66666666666667,NA,NA,NA,NA,0.0780501354072634,0.000226869771629204,0.314448221474107,0.321617739660918,0.327676511342228,0.0773557391847788,0.000503884450131386,0.845738925761326,0.860241031889586,0.876473139063927
"829","58",1578,"9/22/21",15:13:00,3,8,15,10,16,14,18,16,18,20,14,16,10,10,4,4,4,4,4,3,3,3,3,4,1,1,1,0,0,0,1,0,0,0,0,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.8333333333333,14.6666666666667,6,NA,NA,NA,NA,4,3.5,3.33333333333333,NA,NA,NA,NA,0.371710297895979,0.000170550925814778,0.450892758501282,0.462753663618823,0.461424262932293,0.371849177140476,3.8013463100541e-05,0.880574903845373,0.885564777093058,0.887612852207883
"830","58",2509,"9/22/21",15:56:00,3,2,2,1,0,20,1,0,2,3,1,20,0,0,2,5,5,3,1,2,2,1,3,3,1,0,0,0,0,0,0,1,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.33333333333333,3,NA,NA,NA,NA,4,2,2.33333333333333,NA,NA,NA,NA,0.371710297895979,0.000170550925814778,0.375339183978648,0.383701226462326,0.382932546695671,0.371849177140476,3.8013463100541e-05,0.409393053491246,0.410862250013864,0.446499612438802
"831","58",2004,"9/22/21",17:47:00,3,5,16,5,19,13,15,18,13,15,18,7,12,12,3,2,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,0,0,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.3333333333333,12.8333333333333,3,NA,NA,NA,NA,2.66666666666667,3,3,NA,NA,NA,NA,0.371710297895979,0.000170550925814778,0.436716394333419,0.444326758507755,0.455295679809124,0.371849177140476,3.8013463100541e-05,0.322196295683261,0.345287033767797,0.330411554598093
"832","58",2843,"9/22/21",18:52:00,3,4,14,4,7,16,16,4,10,11,13,8,10,2,3,3,3,3,3,3,3,3,3,3,1,1,0,0,0,0,0,0,0,0,1,1,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.1666666666667,9,4,NA,NA,NA,NA,3,3,3,NA,NA,NA,NA,0.371710297895979,0.000170550925814778,0.365235678994692,0.386098676285127,0.377227835436943,0.371849177140476,3.8013463100541e-05,0.861532271387697,0.88487078288844,0.862060824518381
"833","58",2509,"9/22/21",18:51:00,4,1,2,1,0,20,1,0,2,3,1,20,1,0,4,5,5,3,1,4,4,2,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,7,4,6,7,6,7,6,7,1,1,6,7,7,6,1,3,6,4,3,3,8,9,8,11,9,10,11,11,9,10,4,4,4,5,4,3,5,5,1,1,"1","3","2",10,5,3,1,1,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,4.5,1,6,6.66666666666667,6.33333333333333,3.33333333333333,4.66666666666667,3,2.33333333333333,9.6,4.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"834","58",2843,"9/22/21",20:34:00,4,3,14,4,10,17,13,5,18,18,15,8,3,1,4,4,3,2,2,3,3,5,3,3,1,1,1,0,0,0,0,0,0,0,1,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,4,4,6,6,6,3,4,5,1,2,5,4,3,5,4,4,5,3,3,2,6,6,8,8,7,7,7,4,5,7,3,2,2,2,3,1,3,2,6,1,"2","3","1",12,12,0,0,0,0,0,0,"0",0,0,0,NA,NA,NA,NA,NA,10.5,10.5,6,5.16666666666667,5,4.16666666666667,2.66666666666667,3.66666666666667,2.5,3.66666666666667,6.5,2.25,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"835","58",1578,"9/22/21",20:54:00,4,10,17,12,20,12,20,20,20,20,14,12,20,18,4,4,5,5,5,4,4,3,3,4,1,1,1,1,0,0,1,0,1,0,0,1,1,"2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,5,6,5,6,7,5,6,3,2,3,5,5,5,2,2,6,4,5,3,6,7,6,8,7,4,7,11,8,5,4,4,4,5,4,4,5,4,7,6,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24,2,2,0,15,16.8333333333333,17.3333333333333,8,5.5,5.33333333333333,5.5,4,4.33333333333333,4.5,3.33333333333333,6.9,4.25,6.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
